PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful,usefulness_tier,fold,comments,useful_no_pdf
9770309,An approach using supercritical fluid extraction (SFE) followed by clean-up with a AgNO3-loaded Florisil column was utilized for the analysis of four organochlorine pesticides (OCPs) in garlic. The organic sulfur extracted by SFE from garlic was removed by AgNO3 allowing OCPs to be determined by GC-electron-capture detection without interferences. All OCPs recoveries ranged from 85.0% to 110.0% and relative standard deviations were in the range of 3.9-7.2% for spiked samples. The described method may be used to analyze OCPs in garlic on a routine basis.,Journal of chromatography. A,"['D002849', 'D004563', 'D005737', 'D006843', 'D007306', 'D010573', 'D010946']","['Chromatography, Gas', 'Electrochemistry', 'Garlic', 'Hydrocarbons, Chlorinated', 'Insecticides', 'Pesticide Residues', 'Plants, Medicinal']",Supercritical fluid extraction and off-line clean-up for the analysis of organochlorine pesticide residues in garlic.,"[None, None, 'Q000737', None, 'Q000032', 'Q000032', None]","[None, None, 'chemistry', None, 'analysis', 'analysis', None]",https://www.ncbi.nlm.nih.gov/pubmed/9770309,1998,0.0,0.0,,pesticides,
9747536,"Supercritical fluid (SF) extracts of homogenized ramp (Allium tricoccum Ait.) were separated and characterized with liquid chromatography coupled with atmospheric pressure chemical ionization mass spectrometric identification. The profiles of SF extracts of aqueous homogenates of ramp bulbs from three different seasons and growing regions revealed that the thiosulfinates were major components. In addition, some of the cepaenes (alpha-sulfinyldisulfides) found in extracts of onion juice, as well as allyl containing cepaenes (2-propenyl l-(2-propenylsulfinyl)propyl disulfide), are present in the ramp extracts. The amount of allicin in ramp bulb homogenates ranged from approximately 10% to 50% of that found in extracts of aqueous garlic homogenates. The greater amount of the methyl 1-propenyl thiosulfinates in the ramp extracts relative to that found in the garlic extracts correlates with the flavor characteristics of ramp bulbs.",Phytochemistry,"['D000490', 'D002853', 'D004220', 'D013058', 'D010936', 'D013438', 'D013441']","['Allium', 'Chromatography, Liquid', 'Disulfides', 'Mass Spectrometry', 'Plant Extracts', 'Sulfhydryl Compounds', 'Sulfinic Acids']",Allium chemistry: identification of organosulfur compounds in ramp (Allium tricoccum) homogenates.,"['Q000737', None, 'Q000032', None, 'Q000032', 'Q000032', 'Q000032']","['chemistry', None, 'analysis', None, 'analysis', 'analysis', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/9747536,1998,0.0,0.0,,not quantified and only previously reported ,
9648236,"A compound showing antimicrobial activity was isolated from an oil-macerated garlic extract by silica gel column chromatography and preparative TLC. On basis of the results of NMR and MS analyses, it was identified as Z-4,5,9-trithiadeca-1,6-diene-9-oxide (Z-10-devinylajoene; Z-10-DA). Z-10-DA exhibited a broad spectrum of antimicrobial activity against such microorganisms as gram-positive and gram-negative bacteria and yeasts. The antimicrobial activity of Z-10-DA was comparable to that of Z-ajoene, but was superior to that of E-ajoene. Z-10-DA and Z-ajoene are different in respect of substitution of the allyl group by the methyl group flanking a sulfinyl group. This result suggests that substitution by the methyl group would also be effective for the inhibition of microbial growth.","Bioscience, biotechnology, and biochemistry","['D000900', 'D004220', 'D005737', 'D008826', 'D010936', 'D010938', 'D010946', 'D013329']","['Anti-Bacterial Agents', 'Disulfides', 'Garlic', 'Microbial Sensitivity Tests', 'Plant Extracts', 'Plant Oils', 'Plants, Medicinal', 'Structure-Activity Relationship']",Antimicrobial activity of a compound isolated from an oil-macerated garlic extract.,"['Q000737', 'Q000737', 'Q000382', None, 'Q000737', 'Q000737', None, None]","['chemistry', 'chemistry', 'microbiology', None, 'chemistry', 'chemistry', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/9648236,1998,0.0,0.0,,,
9580446,"The controlled fermentation of peeled, blanched garlic, using a starter culture of Lactobacillus plantarum, was studied and compared with that of unblanched garlic. Blanching was carried out in hot water (90 degrees C) for 15 min. The starter grew abundantly in the case of blanched garlic, producing mainly lactic acid and reaching a pH of 3.8 after 7 days, but its growth was inhibited in unblanched garlic. Ethanol and fructose, coming from enzymatic activities of the garlic, and a green pigment were formed during the fermentation of unblanched garlic, but not of blanched garlic. The blanched garlic fermented by L. plantarum, even without a preservation treatment (pasteurization), was microbiologically stable during storage at 30 degrees C in an acidified brine (approximately 3% (w/w) NaCl and pH 3.5 at equilibrium), but fructans were hydrolyzed. The packed fermented product and that obtained by direct packing without fermentation were not significantly different with regard to flavour.",International journal of food microbiology,"['D002241', 'D002849', 'D002851', 'D003116', 'D004755', 'D000431', 'D005285', 'D005519', 'D005630', 'D005737', 'D006358', 'D006863', 'D019344', 'D007778', 'D010946', 'D013030']","['Carbohydrates', 'Chromatography, Gas', 'Chromatography, High Pressure Liquid', 'Color', 'Enterobacteriaceae', 'Ethanol', 'Fermentation', 'Food Preservation', 'Fructans', 'Garlic', 'Hot Temperature', 'Hydrogen-Ion Concentration', 'Lactic Acid', 'Lactobacillus', 'Plants, Medicinal', 'Spain']",Lactic acid fermentation and storage of blanched garlic.,"['Q000096', None, None, None, 'Q000254', 'Q000032', None, None, 'Q000032', 'Q000378', None, None, 'Q000096', 'Q000254', None, None]","['biosynthesis', None, None, None, 'growth & development', 'analysis', None, None, 'analysis', 'metabolism', None, None, 'biosynthesis', 'growth & development', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/9580446,1998,0.0,0.0,,no control,
9488677,"Two mannose-binding lectins, Allium sativum agglutinin (ASA) I (25 kDa) and ASAIII (48 kDa), from garlic bulbs have been purified by affinity chromatography followed by gel filtration. The subunit structures of these lectins are different, but they display similar sugar specificities. Both ASAI and ASAIII are made up of 12.5- and 11.5-kDa subunits. In addition, a complex (136 kDa) comprising a polypeptide chain of 54 +/- 4 kDa and the subunits of ASAI and ASAIII elutes earlier than these lectins on gel filtration. The 54-kDa subunit is proven to be alliinase, which is known to form a complex with garlic lectins. Constituent subunits of ASAI and ASAIII exhibit the same sequence at their amino termini. ASAI and ASAIII recognize monosaccharides in mannosyl configuration. The potencies of the ligands for ASAs increase in the following order: mannobiose (Manalpha1-3Man) < mannotriose (Manalpha1-6Manalpha1-3Man) approximately mannopentaose < Man9-oligosaccharide. The addition of two GlcNAc residues at the reducing end of mannotriose or mannopentaose enhances their potencies significantly, whereas substitution of both alpha1-3- and alpha1-6-mannosyl residues of mannotriose with GlcNAc at the nonreducing end increases their activity only marginally. The best manno-oligosaccharide ligand is Man9GlcNAc2Asn, which bears several alpha1-2-linked mannose residues. Interaction with glycoproteins suggests that these lectins recognize internal mannose as well as bind to the core pentasaccharide of N-linked glycans even when it is sialylated. The strongest inhibitors are the high mannose-containing glycoproteins, which carry larger glycan chains. Indeed, invertase, which contains 85% of its mannose residues in species larger than Man20GlcNAc, exhibited the highest binding affinity. No other mannose- or mannose/glucose-binding lectin has been shown to display such a specificity.",The Journal of biological chemistry,"['D000595', 'D001665', 'D001667', 'D002236', 'D002240', 'D013437', 'D002352', 'D005737', 'D006023', 'D006026', 'D006384', 'D037102', 'D037241', 'D008362', 'D008969', 'D009844', 'D037121', 'D010946', 'D011485', 'D017421', 'D043324']","['Amino Acid Sequence', 'Binding Sites', 'Binding, Competitive', 'Carbohydrate Conformation', 'Carbohydrate Sequence', 'Carbon-Sulfur Lyases', 'Carrier Proteins', 'Garlic', 'Glycoproteins', 'Glycoside Hydrolases', 'Hemagglutination', 'Lectins', 'Mannose-Binding Lectins', 'Mannosides', 'Molecular Sequence Data', 'Oligosaccharides', 'Plant Lectins', 'Plants, Medicinal', 'Protein Binding', 'Sequence Analysis', 'beta-Fructofuranosidase']",Garlic (Allium sativum) lectins bind to high mannose oligosaccharide chains.,"[None, None, 'Q000502', None, None, 'Q000378', 'Q000378', 'Q000737', 'Q000378', 'Q000378', 'Q000187', 'Q000378', None, 'Q000737', None, 'Q000378', None, None, None, None, None]","[None, None, 'physiology', None, None, 'metabolism', 'metabolism', 'chemistry', 'metabolism', 'metabolism', 'drug effects', 'metabolism', None, 'chemistry', None, 'metabolism', None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/9488677,1998,0.0,0.0,,,
9399673,"There is a growing need for short-term and cost-effective bioassay to assess the efficacy of potential chemo-preventive agents. We report that the induction of glutathione (GSH) S-transferase pi (mGSTP1-1) by a chemo-preventive agent can be used as a reliable marker to assess its efficacy in retarding chemical carcinogenesis induced by benzo(a)pyrene (BP), which is a widespread environmental pollutant and believed to be a risk factor in human chemical carcinogenesis. This conclusion is based on 1) the relative contribution of mGSTP1-1 of the liver and forestomach of female A/J mice in the detoxification of the ultimate carcinogenic metabolite of BP, (+)-anti-7,8-dihydroxy-9, 10-oxy-7,8,9, 10-tetrahydrobenzo(a)pyrene [(+)-anti-BPDE]; and 2) a positive correlation between the induction of hepatic and forestomach mGSTP1-1 by 5 naturally occurring organosulfides (OSCs) from garlic (diallyl sulfide, diallyl disulfide, diallyl trisulfide, dipropyl sulfide and dipropyl disulfide) and their effectiveness in preventing BP-induced forestomach neoplasia in mice. In the liver, the combined contribution of other GSTs in the detoxification of (+)-anti-BPDE was far less than the contribution of mGSTP1-1 alone. Likewise, in the forestomach, the contribution of mGSTP1-1 far exceeded the combined contribution of other GSTs. Studies on the effects of OSCs against BP-induced forestomach neoplasia revealed a good correlation between their chemo-preventive efficacy and their ability to induce mGSTP1-1 expression in the liver (r = -0.89; p < 0.05) as well as in the forestomach (r = -0.97; p < 0.05). Our results suggest that the induction of mGSTP1-1 may be a reliable marker for evaluating the efficacy of potential inhibitors of BP-induced cancer in a murine model.",International journal of cancer,"['D000498', 'D000818', 'D016588', 'D001564', 'D001681', 'D002851', 'D004220', 'D004790', 'D005260', 'D005737', 'D051549', 'D005982', 'D007527', 'D008099', 'D051379', 'D008805', 'D010946', 'D011407', 'D012044', 'D013270', 'D013274', 'D013440', 'D016896']","['Allyl Compounds', 'Animals', 'Anticarcinogenic Agents', 'Benzo(a)pyrene', 'Biological Assay', 'Chromatography, High Pressure Liquid', 'Disulfides', 'Enzyme Induction', 'Female', 'Garlic', 'Glutathione S-Transferase pi', 'Glutathione Transferase', 'Isoenzymes', 'Liver', 'Mice', 'Mice, Inbred A', 'Plants, Medicinal', 'Propane', 'Regression Analysis', 'Stomach', 'Stomach Neoplasms', 'Sulfides', 'Treatment Outcome']",Induction of glutathione S-transferase pi as a bioassay for the evaluation of potency of inhibitors of benzo(a)pyrene-induced cancer in a murine model.,"['Q000302', None, 'Q000302', 'Q000633', 'Q000191', None, 'Q000302', None, None, 'Q000737', None, 'Q000096', 'Q000096', 'Q000201', None, None, None, 'Q000031', None, 'Q000201', 'Q000139', 'Q000302', None]","['isolation & purification', None, 'isolation & purification', 'toxicity', 'economics', None, 'isolation & purification', None, None, 'chemistry', None, 'biosynthesis', 'biosynthesis', 'enzymology', None, None, None, 'analogs & derivatives', None, 'enzymology', 'chemically induced', 'isolation & purification', None]",https://www.ncbi.nlm.nih.gov/pubmed/9399673,1998,0.0,0.0,,,
9177218,"""Natural"" polyreactive antibodies, which bind in a nonspecific manner to a range of biological molecules both of self- and nonself- origin, are normal constituents of serum and are a significant part of the immune repertoire in many species, including humans. Autoantibodies to sTNF-R (the 55-kDa extracellular domain of the human receptor to tumor necrosis factor alpha) were affinity purified from normal human sera using immobilized sTNF-R. The isolated anti-sTNF-R IgG bound both native and denatured forms of the receptor with low affinity. These antibodies also bound to different proteins and therefore are considered to be polyreactive. We used the anti-sTNF-R antibodies and purified polyreactive antibodies to mannose-specific lectin from garlic (Allium sativum) for screening a peptide library displayed on filamentous M13 phage. After the biopanning procedure, we failed to find epitopes with a consensus sequence; however, we found that proline is the most frequent amino acid in the selected phagotopes. Proline is commonly present at solvent-exposed sites in proteins, such as loops, turns, N-terminal first turn of helix, and random coils. Thus, structures containing proline can serve as conformation-dependent common ""public"" epitopes for polyreactive natural antibodies. Our findings may be important for understanding polyreactivity in general and for the significance of polyreactive natural antibodies in immunological homeostasis.",Proceedings of the National Academy of Sciences of the United States of America,"['D000595', 'D000818', 'D000906', 'D015703', 'D001323', 'D002846', 'D004797', 'D000939', 'D005737', 'D006801', 'D015151', 'D007074', 'D007256', 'D037102', 'D008358', 'D037121', 'D010946', 'D011336', 'D011392', 'D017433', 'D018124', 'D047888']","['Amino Acid Sequence', 'Animals', 'Antibodies', 'Antigens, CD', 'Autoantibodies', 'Chromatography, Affinity', 'Enzyme-Linked Immunosorbent Assay', 'Epitopes', 'Garlic', 'Humans', 'Immunoblotting', 'Immunoglobulin G', 'Information Systems', 'Lectins', 'Mannose', 'Plant Lectins', 'Plants, Medicinal', 'Probability', 'Proline', 'Protein Structure, Secondary', 'Receptors, Tumor Necrosis Factor', 'Receptors, Tumor Necrosis Factor, Type I']",The epitopes for natural polyreactive antibodies are rich in proline.,"[None, None, 'Q000302', 'Q000276', None, None, None, 'Q000737', None, None, None, None, None, 'Q000276', 'Q000276', None, None, None, None, None, 'Q000276', None]","[None, None, 'isolation & purification', 'immunology', None, None, None, 'chemistry', None, None, None, None, None, 'immunology', 'immunology', None, None, None, None, None, 'immunology', None]",https://www.ncbi.nlm.nih.gov/pubmed/9177218,1997,0.0,0.0,,,
9216741,"This study compared heterocyclic aromatic amines in marinated and unmarinated chicken breast meat flame-broiled on a propane grill. Chicken was marinated prior to grilling and the levels of several heterocyclic amines formed during cooking were determined by solid-phase extraction and HPLC. Compared with unmarinated controls, a 92-99% decrease in 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP) was observed in whole chicken breast marinated with a mixture of brown sugar, olive oil, cider vinegar, garlic, mustard, lemon juice and salt, then grilled for 10, 20, 30 or 40 min. Conversely, 2-amino-3, 8-dimethylimidazo[4,5-f]quinoxaline (MeIQx) increased over 10-fold with marinating, but only at the 30 and 40 min cooking times. Marinating reduced the total detectable heterocyclic amines from 56 to 1.7 ng/g, from 158 to 10 ng/g and from 330 to 44 ng/g for grilling times of 20, 30 and 40 min, respectively. The mutagenic activity of the sample extracts was also measured, using the Ames/Salmonella assay. Mutagenic activity was lower in marinated samples cooked for 10, 20 and 30 min, but higher in the marinated samples cooked for 40 min, compared with unmarinated controls. Although a change in free amino acids, which are heterocyclic amine precursors, might explain the decrease in PhIP and increase in MeIQx, no such change was detected. Marinating chicken in one ingredient at a time showed that sugar was involved in the increased MeIQx, but the reason for the decrease in PhIP was unclear. PhIP decreased in grilled chicken after marinating with several individual ingredients. This work shows that marinating is one method that can significantly reduce PhIP concentration in grilled chicken.",Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,"['D000588', 'D000818', 'D002645', 'D002851', 'D003296', 'D005504', 'D006571', 'D007093', 'D008460', 'D009152', 'D009153', 'D011810', 'D012486']","['Amines', 'Animals', 'Chickens', 'Chromatography, High Pressure Liquid', 'Cooking', 'Food Analysis', 'Heterocyclic Compounds', 'Imidazoles', 'Meat', 'Mutagenicity Tests', 'Mutagens', 'Quinoxalines', 'Salmonella typhimurium']",Effects of marinating on heterocyclic amine carcinogen formation in grilled chicken.,"['Q000032', None, None, None, 'Q000379', None, 'Q000032', 'Q000032', None, None, 'Q000032', 'Q000032', 'Q000187']","['analysis', None, None, None, 'methods', None, 'analysis', 'analysis', None, None, 'analysis', 'analysis', 'drug effects']",https://www.ncbi.nlm.nih.gov/pubmed/9216741,1997,0.0,0.0,,percentage change,
9147057,"A procedure developed to separate the homodimeric and heterodimeric mannose-binding lectins from bulbs of garlic (Allium sativum L.) and ramsons (Allium ursinum L.) also enabled the isolation of stable lectin-alliinase complexes. Characterization of the individual lectins indicated that, in spite of their different molecular structure, the homomeric and heteromeric lectins resemble each other reasonably well with respect to their agglutination properties and carbohydrate-binding specificity. However, a detailed analysis of the lectin-alliinase complexes from garlic and ramsons bulbs demonstrated that only the heterodimeric lectins are capable of binding to the glycan chains of the alliinase molecules (EC 4.4.1.4). Moreover, it appears that only a subpopulation of the alliinase molecules is involved in the formation of lectin-alliinase complexes and that the complexed alliinase contains more glycan chains than the free enzyme. Finally, some arguments are given that the lectin-alliinase complexes do not occur in vivo but are formed in vitro after homogenization of the tissue.",Glycoconjugate journal,"['D000490', 'D000595', 'D013437', 'D002352', 'D002846', 'D003001', 'D019281', 'D004591', 'D005737', 'D037102', 'D046911', 'D008358', 'D037241', 'D008961', 'D008969', 'D010446', 'D037121', 'D018517', 'D010946', 'D011485', 'D011994', 'D016415', 'D017386']","['Allium', 'Amino Acid Sequence', 'Carbon-Sulfur Lyases', 'Carrier Proteins', 'Chromatography, Affinity', 'Cloning, Molecular', 'Dimerization', 'Electrophoresis, Polyacrylamide Gel', 'Garlic', 'Lectins', 'Macromolecular Substances', 'Mannose', 'Mannose-Binding Lectins', 'Models, Structural', 'Molecular Sequence Data', 'Peptide Fragments', 'Plant Lectins', 'Plant Roots', 'Plants, Medicinal', 'Protein Binding', 'Recombinant Proteins', 'Sequence Alignment', 'Sequence Homology, Amino Acid']",Isolation and characterization of lectins and lectin-alliinase complexes from bulbs of garlic (Allium sativum) and ramsons (Allium ursinum).,"['Q000201', None, 'Q000737', 'Q000737', None, None, None, None, 'Q000201', 'Q000737', None, None, None, None, None, 'Q000737', None, None, None, None, 'Q000737', None, None]","['enzymology', None, 'chemistry', 'chemistry', None, None, None, None, 'enzymology', 'chemistry', None, None, None, None, None, 'chemistry', None, None, None, None, 'chemistry', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/9147057,1997,,,,,
9128734,"The microsomal fraction of homogenate of garlic (Allium sativum L.) bulbs contains a divinyl ether synthase which catalyzes conversion of (9Z,11E,13S)-13-hydroperoxy-9, 11-octadecadienoic acid and (9Z,11E,13S,15Z)-13-hydroperoxy-9,11,15-octadecatri eno ic acid into (9Z,11E,1'E,)-12-(1'-hexenyloxy)-9,11-dodecadienoic acid (etherolenic acid) and (9Z,11E,1'E,3'Z)-12-(1',3'-hexadienyloxy)-9,11-dode cadienoic acid (etherolenic acid), respectively. Two isomers of etherolenic acid were isolated. As shown by NMR spectrometry, the double bond configurations of these compounds were (9E,11E,1'E) and (9Z,11Z,1'E). Experiments with linoleic acid (13R,S)-hydroperoxide demonstrated that the S enantiomer was a much better substrate for the divinyl ether synthase compared to the R enantiomer. Incubation of (9Z,11E,13S)-[18O2]hydroperoxy-9,11-octadecadienoic acid led to the formation of etherolenic acid which retained 18O in the ether oxygen. An intermediary role of an epoxyallylic cation in etherolenic acid biosynthesis is postulated.",European journal of biochemistry,"['D002851', 'D003577', 'D005231', 'D005737', 'D007536', 'D015289', 'D008041', 'D008054', 'D009682', 'D008861', 'D010088', 'D010940', 'D010946', 'D013379']","['Chromatography, High Pressure Liquid', 'Cytochrome P-450 Enzyme System', 'Fatty Acids, Unsaturated', 'Garlic', 'Isomerism', 'Leukotrienes', 'Linoleic Acids', 'Lipid Peroxides', 'Magnetic Resonance Spectroscopy', 'Microsomes', 'Oxidoreductases', 'Plant Proteins', 'Plants, Medicinal', 'Substrate Specificity']",On the mechanism of biosynthesis of divinyl ether oxylipins by enzyme from garlic bulbs.,"[None, None, 'Q000096', 'Q000201', None, 'Q000378', 'Q000378', 'Q000378', None, 'Q000201', 'Q000378', None, None, None]","[None, None, 'biosynthesis', 'enzymology', None, 'metabolism', 'metabolism', 'metabolism', None, 'enzymology', 'metabolism', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/9128734,1997,0.0,0.0,,protein,
9084912,"The chemoprotective effects of diallyl sulfide (DAS), a flavor component of garlic, have been attributed to its inhibitory effects on CYP2E1-mediated bioactivation of certain carcinogenic chemicals. In addition to being a competitive inhibitor of CYP2E1 in vitro, DAS is known to cause irreversible inhibition of CYP2E1 in rats in vivo. The latter property is believed to be mediated by the DAS metabolite diallyl sulfone (DASO2), which is thought to be a mechanism-based inhibitor of CYP2E1, although the underlying mechanism remains unknown. In order to investigate the nature of the reactive intermediate(s) responsible for the inactivation of CYP2E1 by DAS and its immediate metabolites, the present studies were carried out to detect and identify potential glutathione (GSH) conjugates of DAS and its metabolites diallyl sulfoxide (DASO) and DASO2. By means of ionspray LC-MS/MS, ten GSH conjugates were identified in bile collected from rats dosed with DAS, namely: S-[3-(S'-allyl-S'-dioxomercapto)-2-hydroxypropyl]glutathione (M1, M2; diastereomers), S-[3-(S'-allyl-S'-dioxomercapto)-2-hydroxypropyl]-glutathione (M5), S-[2-(S'-allyl-S'-dioxomercapto)-1-(hydroxymethyl)ethyl]glutathion e (M3, M4; diastereomers), S-[3-(S'-allylmercapto)-2-hydroxypropyl]glutathione (M6), S-(3-hydroxypropyl)-glutathione (M7), S-(2-carboxyethyl)glutathione (M8), allyl glutathionyl disulfide (M9), and S-allylglutathione (M10). With the exception of M6, all of the above GSH conjugates were detected in the bile of rats treated with DASO, while only M3, M4, M5, M7, M8, and M10 were found in the bile of rats treated with DASO2. Experiments conducted in vitro showed that GSH reacted spontaneously with DASO to form conjugates M9 and M10, and with DASO2 to form M10. In the presence of NADPH and GSH, incubation of DAS with cDNA-expressed rat CYP2E1 resulted in the formation of metabolites M6, M9, and M10, while incubation with DASO led to the formation of M3, M4, M5, M9, and M10. When DASO2 acted as substrate, CYP2E1 generated only conjugates M3, M4, M5, and M10. These results indicate that while DAS and DASO undergo extensive oxidation in vivo at the sulfur atom, the allylic carbon, and the terminal double bonds, CYP2E1 preferentially catalyzes oxidation of the sulfur atom to form the sulfoxide and the sulfone (DASO and DASO2). However, it appears that the end product of this sequence, namely, DASO2, undergoes further CYP2E1-mediated activation of the olefinic pi-bond, a reaction which transforms many terminal olefins to potent mechanism-based P450 inhibitors. We hypothesize, therefore, that it is this final metabolic event with DASO2 which leads to autocatalytic destruction of CYP2E1 and which is mainly responsible for the chemoprotective effects of DAS in vivo.",Chemical research in toxicology,"['D000498', 'D000818', 'D000975', 'D001646', 'D002478', 'D002853', 'D019392', 'D065691', 'D008401', 'D005978', 'D009682', 'D008297', 'D051381', 'D017207', 'D013440']","['Allyl Compounds', 'Animals', 'Antioxidants', 'Bile', 'Cells, Cultured', 'Chromatography, Liquid', 'Cytochrome P-450 CYP2E1', 'Cytochrome P-450 CYP2E1 Inhibitors', 'Gas Chromatography-Mass Spectrometry', 'Glutathione', 'Magnetic Resonance Spectroscopy', 'Male', 'Rats', 'Rats, Sprague-Dawley', 'Sulfides']",Metabolism of the chemoprotective agent diallyl sulfide to glutathione conjugates in rats.,"[None, None, 'Q000378', 'Q000378', None, None, 'Q000378', None, None, 'Q000378', None, None, None, None, 'Q000378']","[None, None, 'metabolism', 'metabolism', None, None, 'metabolism', None, None, 'metabolism', None, None, None, None, 'metabolism']",https://www.ncbi.nlm.nih.gov/pubmed/9084912,1997,0.0,0.0,,no garlic,
9046016,"Erythrocyte agglutination by lectins from Allium sativum was inhibited only by mannose of the sugars tested. However, asialofetuin was more effective inhibitor of agglutination as compared to mannose. This led to the use of an asialofetuin-silica affinity column to isolate agglutinins of 110 and 25 kDa (ASA110 and ASA25). While ASA25 is a dimeric protein comprising of subunits of 12.5 and 13.0 kDa, ASA110 is a glycoprotein of two identical subunits of 47 kDa. ASA110 revealed to have a high content of aspartic acid, glycine, leucine and serine but low content of cysteine and methionine. It contains 14 residues of neutral sugars in addition to 43 residues of hexosamines per mole of lectin and requires metal ions for its functional conformation. Serological cross-reactions with other species showed some common epitopes of ASA110 and ASA25 present in A. porrum, A. ascalonicum, Narcissus alba, PHA and Con A but not in A. cepa. ASA110 with CHO cells indicated it to be weakly cytotoxic with LD50 of 160 microg/ml.",Molecular and cellular biochemistry,"['D000596', 'D000818', 'D001212', 'D002846', 'D060748', 'D005737', 'D006168', 'D006384', 'D006801', 'D037102', 'D008970', 'D037121', 'D010946', 'D011487', 'D011817', 'D012822', 'D000509']","['Amino Acids', 'Animals', 'Asialoglycoproteins', 'Chromatography, Affinity', 'Fetuins', 'Garlic', 'Guinea Pigs', 'Hemagglutination', 'Humans', 'Lectins', 'Molecular Weight', 'Plant Lectins', 'Plants, Medicinal', 'Protein Conformation', 'Rabbits', 'Silicon Dioxide', 'alpha-Fetoproteins']",A new high molecular weight agglutinin from garlic (Allium sativum).,"['Q000032', None, None, None, None, 'Q000737', None, 'Q000187', None, 'Q000037', None, None, None, None, None, None, None]","['analysis', None, None, None, None, 'chemistry', None, 'drug effects', None, 'antagonists & inhibitors', None, None, None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/9046016,1997,,,,,
22060942,"The volatile compounds extracted from both traditional and industrial chorizo-a dry fermented sausage-were analysed by gas chromatography/mass spectrometry (GC/MS). One hundred and twenty-six peaks were detected relating to volatile extracts of which 115 were identified. The substances identified belonged to several classes of chemical: acids, alkanes, alcohols, aldehydes, sulphur compounds, ketones, esters, ethers, phenolic compounds, aromatic hydrocarbons, lactones, nitrogen compounds, terpenes, chloroform and benzofurane. Among the major compounds isolated were acetic acid, allyl-1-thiol and phenol. Larger quantities of most of the chemical groups were found in industrial compared to traditional chorizo, except for sulphur compounds. Typical breakdown products derived from lipid autooxidation were virtually negligible in chorizo. Of the chemicals isolated, sulphur compounds, phenols, acids, ethyl esters and carbonyls could have particular importance to the overall chorizo flavour. In addition, the changes in the proportions of volatile compounds during the ripening of chorizo were tracked. Most of the volatiles increased during ripening, especially acids, alcohols, esters, phenols, ketones and terpenes. On comparing the distribution of the sulphur compounds observed in chorizo with that of garlic, some noteworthy differences were observed. The reason for these differences is based upon several transformations of the sulphur compounds derived from garlic during the ripening and storage of chorizo.",Meat science,[],[],Volatile compounds in chorizo and their changes during ripening.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/22060942,2012,1.0,2.0,,,
9096851,"Tellurium (Te) demonstrates properties similar to those of elements known to be toxic to humans, and has applications in industrial processes, which are rapidly growing in importance and scale. It is relevant, therefore, to consider the tellurium physiology, toxicity, and methods for monitoring the element in biological and environmental specimens. Animal studies suggest that up to 25% of orally administered tellurium is absorbed in the gut. There is a biphasic elimination from the circulation with loss of about 50% within a short period, t1/2 = 0.81 d, and slower elimination of the residual Te, t1/2 = 12.9 d. Following a single ip, injection the largest proportion is in the kidney and bone, but with repeated oral administration, Te is found in the heart > > kidney, spleen, bone, and lung. Formation of dimethyl telluride is a characteristic feature of exposure, and gives a pungent garlic-like odor to breath, excreta, and the viscera. The main target sites for Te toxicity are the kidney, nervous system, skin, and the fetus (hydrocephalus). Te can be reliable measured in different specimens by several analytical techniques. Recent work has employed hydride generation atomic absorption spectrometry. Topics for further investigation are proposed.",Biological trace element research,"['D000284', 'D000818', 'D001842', 'D005243', 'D006207', 'D006801', 'D007553', 'D007668', 'D008168', 'D009206', 'D016273', 'D013154', 'D013691', 'D014018']","['Administration, Oral', 'Animals', 'Bone and Bones', 'Feces', 'Half-Life', 'Humans', 'Isotope Labeling', 'Kidney', 'Lung', 'Myocardium', 'Occupational Exposure', 'Spleen', 'Tellurium', 'Tissue Distribution']",Biochemistry of tellurium.,"[None, None, 'Q000187', 'Q000737', None, None, None, 'Q000187', 'Q000187', 'Q000378', None, 'Q000187', 'Q000008', None]","[None, None, 'drug effects', 'chemistry', None, None, None, 'drug effects', 'drug effects', 'metabolism', None, 'drug effects', 'administration & dosage', None]",https://www.ncbi.nlm.nih.gov/pubmed/9096851,1997,,,,no pdf access,
