pred,PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful,usefulness_tier,info_location,comment
0.83,11087482,"An HPLC method, using detection after postcolumn derivatization with p-dimethylaminocynnamaldehyde (DMACA), was developed for the quantitative analysis of individual flavanols in food. This method was applied to flavanol determination in 56 different kinds of Spanish food products, including fruit, vegetables, legumes, beverages (cider, coffee, beer, tea, and wine), and chocolate. The determined compounds corresponded to the catechins and proanthocyanidin dimers and trimers usually present in food and, therefore, they were representative of the flavanols of low degree of polymerization consumed with the diet. The data generated could be used for calculation of the dietary intake of either individual or total flavanols, which would allow the further establishment of epidemiological correlations with the incidence of chronic diseases. Similar flavanol profiles were found in the different samples of a similar type of product, even though important variations could exist in the concentrations of total and individual flavanols among them. This was attributed to factors such as sample origin, stage of ripeness, post-harvesting conservation, and processing. Total flavanol contents varied from nondetectable in most of the vegetables to 184 mg/100 g found in a sample of broad bean. Substantial amounts were also found in some fruits, such as plum and apple, as well as in tea and red wine. Epicatechin was the most abundant flavanol, followed by catechin and procyanidin B2. In general, catechins were found in all the flavanol-containing products, but the presence of gallocatechins was only relevant in pomegranate, broad bean, lentil, grape, wine, beer, and tea, and most of the berries. Galloyled flavanols were only detected in strawberry, medlar, grape, and tea.",Journal of agricultural and food chemistry,"['D001628', 'D044946', 'D002099', 'D002392', 'D002851', 'D007887', 'D005419', 'D005504', 'D005638', 'D007202', 'D010946', 'D044945', 'D013030']","['Beverages', 'Biflavonoids', 'Cacao', 'Catechin', 'Chromatography, High Pressure Liquid', 'Fabaceae', 'Flavonoids', 'Food Analysis', 'Fruit', 'Indicators and Reagents', 'Plants, Medicinal', 'Proanthocyanidins', 'Spain']",Quantitative analysis of flavan-3-ols in Spanish foodstuffs and beverages.,"['Q000032', None, 'Q000737', None, 'Q000379', 'Q000737', 'Q000032', None, 'Q000737', None, None, None, None]","['analysis', None, 'chemistry', None, 'methods', 'chemistry', 'analysis', None, 'chemistry', None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/11087482,2001,1,1,table 1,soluble cacao 
0.83,11552746,"Samples of chocolate, cocoa, tea infusions, soft drinks and fruit juice have been examined by, electrothermal atomic absorption spectrometry (ETA-AAS) for the presence of aluminium (Al). Fruit juices and chocolate were analysed after an adequate sample preparation; the other products were evaluated directly. Sampling was performed in duplicate for 248 independent samples. The mean Al concentration in chocolate was 9.2 +/- 7.5 mg kg(-1), and individual values were correlated with the per cent of cocoa in samples (Y = 0.63 + 0.27X, r = 0.78, p < 0.0001). Al concentration in commercial tea infusions ranged from 0.9 to 3.3 mg l(-1) (mean = 1.80 +/- 65 mg l(-1), whereas in laboratory-prepared samples it was 2.7 +/- 0.93 mg l(-1). In soft drinks, the concentrations of Al were lower, ranging from 9.1 to 179 microg l(-1); the highest values were observed in samples of orange squash (mean = 114 +/- 56 microg l(-1)). Apricot juice showed the highest Al level (mean = 602 +/- 190 microg l(-1)), being statistically, different from that of pear (mean = 259 +/- 102 microg l(-1)), but not different from that of peach juice (mean = 486 +/- 269 microg kg(-1)). Toxicologically, the amount of Al deriving from the consumption of these products is far below the acceptable daily intake of 1 mg kg(-1) body weight indicated by the FAO/WHO, and it is a verv low percentage of the normal Al dietary intake.",Food additives and contaminants,"['D000535', 'D001628', 'D002099', 'D002253', 'D002957', 'D005506', 'D006801', 'D013054', 'D013662']","['Aluminum', 'Beverages', 'Cacao', 'Carbonated Beverages', 'Citrus', 'Food Contamination', 'Humans', 'Spectrophotometry, Atomic', 'Tea']",Evaluation of aluminium concentrations in samples of chocolate and beverages by electrothermal atomic absorption spectrometry.,"['Q000032', 'Q000032', 'Q000737', 'Q000032', 'Q000737', None, None, None, 'Q000737']","['analysis', 'analysis', 'chemistry', 'analysis', 'chemistry', None, None, None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/11552746,2001,,,,
0.82,25174984,"Phenol-specific extracts of 12 Belgian special beers were analyzed by gas chromatography hyphenated to olfactometry (AEDA procedure) and mass spectrometry (single ion monitoring mode). As guaiacol and 4-methylphenol were revealed to be more concentrated in brown beers (>3.5 and >1.1 __g/L, respectively), they are proposed as specific markers of the utilization of dark malts. Analysis of five differently colored malts (5, 50, 500, 900, and 1500 _EBC) allowed confirmation of high levels of guaiacol (>180 __g/L; values given in wort, for 100% specialty malt) and 4-methylphenol (>7 __g/L) for chocolate and black malts only (versus respectively <3 __g/L and undetected in all other worts). Monitoring of beer aging highlighted major differences between phenols. Guaiacol and 4-methylphenol appeared even more concentrated in dark beers after 14 months of aging, reaching levels not far from their sensory thresholds. 4-Vinylphenols and 4-ethylphenols, on the contrary, proved to be gradually degraded in POF(+)-yeast-derived beers. Vanillin exhibited an interesting pattern: in beers initially containing <25 __g/L, the vanillin concentration increased over a 14 month aging period to levels exceeding its sensory threshold (up to 160 __g/L). Beers initially showing an above-threshold level of vanillin displayed a decrease during aging. ",Journal of agricultural and food chemistry,"['D001515', 'D015415', 'D003408', 'D002523', 'D005285', 'D005511', 'D008401', 'D006139', 'D010636', 'D014835']","['Beer', 'Biomarkers', 'Cresols', 'Edible Grain', 'Fermentation', 'Food Handling', 'Gas Chromatography-Mass Spectrometry', 'Guaiacol', 'Phenols', 'Volatilization']",Guaiacol and 4-methylphenol as specific markers of torrefied malts. Fate of volatile phenols in special beers through aging.,"['Q000032', 'Q000737', 'Q000737', 'Q000737', None, None, None, 'Q000737', 'Q000737', None]","['analysis', 'chemistry', 'chemistry', 'chemistry', None, None, None, 'chemistry', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/25174984,2015,0,0,,no cocoa
0.81,11312867,"The detection threshold of acetaldehyde was determined on whole, lowfat, and nonfat milks, chocolate-flavored milk, and spring water. Knowledge of the acetaldehyde threshold is important because acetaldehyde forms in milk during storage as a result of light oxidation. It is also a degradation product of poly(ethylene terephthalate) during melt processing, a relatively new packaging choice for milk and water. There was no significant difference in the acetaldehyde threshold in milk of various fat contents, with thresholds ranging from 3939 to 4040 ppb. Chocolate-flavored milk and spring water showed thresholds of 10048 and 167 ppb, respectively, which compares favorably with previous studies. Solid phase microextraction (SPME) was verified as an effective method for the recovery of acetaldehyde in all media with detection levels as low as 200 and 20 ppb in milk and water, respectively, when using a polydimethyl siloxane/Carboxen SPME fiber in static headspace at 45 degrees C for 15 min.",Journal of agricultural and food chemistry,"['D000079', 'D000818', 'D020355', 'D002849', 'D005519', 'D006801', 'D008027', 'D008892', 'D010084', 'D013652', 'D014867']","['Acetaldehyde', 'Animals', 'Cholates', 'Chromatography, Gas', 'Food Preservation', 'Humans', 'Light', 'Milk', 'Oxidation-Reduction', 'Taste Threshold', 'Water']","Flavor threshold for acetaldehyde in milk, chocolate milk, and spring water using solid phase microextraction gas chromatography for quantification.","['Q000032', None, 'Q000737', 'Q000379', None, None, None, 'Q000737', None, None, 'Q000032']","['analysis', None, 'chemistry', 'methods', None, None, None, 'chemistry', None, None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/11312867,2001,0,0,,no cocoa
0.81,11871386,"This work relates the development of an analytical methodology to simultaneously determine three methylxanthines (caffeine, theobromine, and theophylline) in beverages and urine samples based on reversed-phase high-performance liquid chromatography. Separation is made with a Bondesil C18 column using methanol-water-acetic acid or ethanol-water-acetic acid (20:75:5, v/v/v) as the mobile phase at 0.7 mL/min. Identification is made by absorbance detection at 273 nm. Under optimized conditions, the detection limit of the HPLC method is 0.1 pg/mL for all three methylxanthines. This method is applied to urine and to 25 different beverage samples, which included coffee, tea, chocolate, and coconut water. The concentration ranges determined in the beverages and urine are: < 0.1 pg/mL to 350 microg/mL and 3.21 microg/mL to 71.2 microg/mL for caffeine; < 0.1 pg/mL to 32 microg mL and < 0.1 pg/mL to 13.2 microg/mL for theobromine; < 0.1 pg/mL to 47 microg/mL and < 0.1 pg/mL to 66.3 microg/mL for theophylline. The method proposed in this study is rapid and suitable for the simultaneous quantitation of methylxanthines in beverages and human urine samples and requires no extraction step or derivatization.",Journal of chromatographic science,"['D001628', 'D002110', 'D002138', 'D002851', 'D012680', 'D013056', 'D013805', 'D013806']","['Beverages', 'Caffeine', 'Calibration', 'Chromatography, High Pressure Liquid', 'Sensitivity and Specificity', 'Spectrophotometry, Ultraviolet', 'Theobromine', 'Theophylline']","Simultaneous determination of caffeine, theobromine, and theophylline by high-performance liquid chromatography.","['Q000032', 'Q000032', None, 'Q000379', None, None, 'Q000032', 'Q000032']","['analysis', 'analysis', None, 'methods', None, None, 'analysis', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/11871386,2002,,,,
0.81,19754154,"Cocoa-phytochemicals have been related to the health-benefits of cocoa consumption. Metabolomics has been proposed as a powerful tool to characterize both the intake and the effects on the metabolism of dietary components. Human urine metabolome modifications after single cocoa intake were explored in a randomized, crossed, and controlled trial. After overnight fasting, 10 subjects consumed randomly either a single dose of cocoa powder with milk or water, or milk without cocoa. Urine samples were collected before the ingestion and at 0-6, 6-12, and 12-24-h after test-meals consumption. Samples were analyzed by HPLC-q-ToF, followed by multivariate data analysis. Results revealed an important effect on urinary metabolome during the 24 h after cocoa powder intake. These changes were not influenced by matrix as no global differences were found between cocoa powder consumption with milk or with water. Overall, 27 metabolites related to cocoa-phytochemicals, including alkaloid derivatives, polyphenol metabolites (both host and microbial metabolites) and processing-derived products such as diketopiperazines, were identified as the main contributors to the urinary modifications after cocoa powder intake. These results confirm that metabolomics will contribute to better characterization of the urinary metabolome in order to further explore the metabolism of phytochemicals and its relation with human health.",Journal of proteome research,"['D000293', 'D000328', 'D000818', 'D015415', 'D002099', 'D002853', 'D004032', 'D005260', 'D005419', 'D006801', 'D008297', 'D013058', 'D055432', 'D008875', 'D008892', 'D010636', 'D014556', 'D055815']","['Adolescent', 'Adult', 'Animals', 'Biomarkers', 'Cacao', 'Chromatography, Liquid', 'Diet', 'Female', 'Flavonoids', 'Humans', 'Male', 'Mass Spectrometry', 'Metabolomics', 'Middle Aged', 'Milk', 'Phenols', 'Urine', 'Young Adult']",An LC-MS-based metabolomics approach for exploring urinary metabolome modifications after cocoa consumption.,"[None, None, None, 'Q000378', 'Q000737', 'Q000379', None, None, 'Q000737', None, None, 'Q000379', 'Q000379', None, 'Q000737', 'Q000737', 'Q000737', None]","[None, None, None, 'metabolism', 'chemistry', 'methods', None, None, 'chemistry', None, None, 'methods', 'methods', None, 'chemistry', 'chemistry', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/19754154,2010,1,1,text,under the experimental section: cocoa powder composition
0.81,24913883,"In this work, a new procedure was developed for the separation and preconcentration of lead(II) and cobalt(II) in several water and foods samples. Complexes of metal ions with 8-hydroxyquinolein (8-HQ) were formed in aqueous solution. The proposed methodology is based on the preconcentration/separation of Pb(II) by solid-phase extraction using paper filter, followed by spectrofluorimetric determination of both metals, on the solid support and the filtered aqueous solution, respectively. The solid surface fluorescence determination was carried out at __em=455 nm (__ex=385 nm) for Pb(II)-8-HQ complex and the fluorescence of Co(II)-8-HQ was determined in aqueous solution using __em=355 nm (__ex=225 nm). The calibration graphs are linear in the range 0.14-8.03_10(4) __g L(-1) and 7.3_10(-2)-4.12_10(3) __g L(-1), for Pb(II) and Co(II), respectively, with a detection limit of 4.3_10(-2) and 2.19_10(-2) __g L(-1) (S/N=3). The developed methodology showed good sensitivity and adequate selectivity and it was successfully applied to the determination of trace amounts of lead and cobalt in tap waters belonging of different regions of Argentina and foods samples (milk powder, express coffee, cocoa powder) with satisfactory results. The new methodology was validated by electrothermal atomic absorption spectroscopy with adequate agreement. The proposed methodology represents a novel application of fluorescence to Pb(II) and Co(II) quantification with sensitivity and accuracy similar to atomic spectroscopies.",Talanta,"['D000818', 'D001118', 'D002099', 'D003035', 'D003069', 'D060766', 'D004784', 'D005453', 'D005506', 'D007854', 'D008892', 'D015125', 'D013054', 'D014874']","['Animals', 'Argentina', 'Cacao', 'Cobalt', 'Coffee', 'Drinking Water', 'Environmental Monitoring', 'Fluorescence', 'Food Contamination', 'Lead', 'Milk', 'Oxyquinoline', 'Spectrophotometry, Atomic', 'Water Pollutants, Chemical']",Sequential determination of lead and cobalt in tap water and foods samples by fluorescence.,"[None, None, 'Q000737', 'Q000032', 'Q000737', 'Q000032', None, None, 'Q000032', 'Q000032', 'Q000737', 'Q000737', None, 'Q000032']","[None, None, 'chemistry', 'analysis', 'chemistry', 'analysis', None, None, 'analysis', 'analysis', 'chemistry', 'chemistry', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/24913883,2015,1,1,table 3 and 4,Only number 8 which is the cocoa powder
0.81,12537373,"An in vitro model simulating enzymatic activity in the gastrointestinal tract was developed for the assessment of the potential bioaccessibility of Cd and Pb in cocoa powder and liquor. The model was based on the sequential extraction with simulated gastric and intestinal juices; the residue after the latter extraction was further investigated by using, in parallel, solutions of phytase and cellulase. The solubility of Cd and Pb in the corresponding enzymatic extracts was measured by ICP MS. The bioaccessibility of Cd in cocoa varied from 10 to 50% in gastrointestinal conditions. An additional 20 or 30% of Cd could be recovered by phytase and cellulase, respectively. The bioaccessibility of Pb in gastrointestinal conditions did not exceed 5-10%. Only a few percent more of this metal could be recovered by extraction with phytase and cellulase.",The Analyst,"['D001682', 'D002099', 'D002104', 'D004063', 'D005506', 'D006801', 'D007854', 'D013058']","['Biological Availability', 'Cacao', 'Cadmium', 'Digestion', 'Food Contamination', 'Humans', 'Lead', 'Mass Spectrometry']",Development of a sequential enzymolysis approach for the evaluation of the bioaccessibility of Cd and Pb from cocoa.,"[None, 'Q000737', 'Q000032', None, 'Q000032', None, 'Q000032', 'Q000379']","[None, 'chemistry', 'analysis', None, 'analysis', None, 'analysis', 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/12537373,2003,,,,
0.8,27040819,"Ochratoxin A (OTA) is a mycotoxin produced mostly by several species of Aspergillus and Penicillium. OTA is nephrotoxic in all animal species in which it has been tested and is cancerogenic in rodents. It is associated with Balkan endemic nephropathy. It is naturally present in many crop products such as cereals (barley, wheat, maize) and dried fruits, spices, coffee, wine, olives, and cocoa. The aim of this study was to assess the contamination of three Ivoirian spices with OTA (ginger, chili, and pepper) widely consumed by the population. A total of 90 spice samples (ginger: n___=___30; chili: n___=___30; pepper n___=___30) was taken from various sales outlets of Abidjan. OTA was quantified using an HPLC apparatus coupled with a fluorimetric detector. The chili and ginger samples were contaminated with OTA at a mean concentration of 57.48____±___174 and 0.12____±___0.15____g/kg, respectively. No contamination of the pepper samples was detected. Eight (26.67__%) of the chili samples exceeded the maximum limit of 15____g/kg established by European regulation. These results should serve as an alert on the risk to the consumer population of these products that are highly contaminated with OTA. ",Mycotoxin research,"['D002212', 'D002851', 'D007560', 'D005470', 'D020939', 'D009793', 'D029222']","['Capsicum', 'Chromatography, High Pressure Liquid', ""Cote d'Ivoire"", 'Fluorometry', 'Ginger', 'Ochratoxins', 'Piper nigrum']",Occurrence of ochratoxin A in spices commercialized in Abidjan (C_te d'Ivoire).,"['Q000737', None, None, None, 'Q000737', 'Q000032', 'Q000737']","['chemistry', None, None, None, 'chemistry', 'analysis', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/27040819,2017,0,0,,
0.8,16608201,"Since recent reports on the role of N-phenylpropenoyl-L-amino acids as powerful antioxidants and key contributors to the astringent taste of cocoa nibs, there is an increasing interest in the concentrations of these phytochemicals in plant-derived foods. A versatile analytical method for the accurate quantitative analysis of N-phenylpropenoyl-L-amino acids in plant-derived foods by means of HPLC-MS/MS and synthetic stable isotope labeled N-phenylpropenoyl-L-amino acids as internal standards was developed. By means of the developed stable isotope dilution assay (SIDA), showing recovery rates of 95-102%, 14 N-phenylpropenoyl-L-amino acids were quantified for the first time in cocoa and coffee samples. On the basis of the results of LC-MS/MS experiments as well as cochromatography with the synthetic reference compounds N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tryptophan, N-[4'-hydroxy-(E)-cinnamoyl]-L-tryptophan, and N-[4'-hydroxy-3'-methoxy-(E)-cinnamoyl]-L-tyrosine, respectively, were detected for the first time in cocoa powder, and (-)-N-[4'-hydroxy-(E)-cinnamoyl]-L-tyrosine, (-)-N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tyrosine, N-[4'-hydroxy-3'-methoxy-(E)-cinnamoyl]-L-tyrosine, (+)-N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-aspartic acid, (+)-N-[4'-hydroxy-(E)-cinnamoyl]-L-aspartic acid, N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tryptophan, N-[4'-hydroxy-(E)-cinnamoyl]-L-tryptophan, and N-[4'-hydroxy-3'-methoxy-(E)-cinnamoyl]-L-tryptophan, respectively, were detected for the first time in coffee beverages.",Journal of agricultural and food chemistry,"['D000596', 'D002099', 'D040503', 'D003903', 'D006358', 'D007201', 'D008279', 'D010666', 'D012639', 'D021241']","['Amino Acids', 'Cacao', 'Coffea', 'Deuterium', 'Hot Temperature', 'Indicator Dilution Techniques', 'Magnetic Resonance Imaging', 'Phenylpropionates', 'Seeds', 'Spectrometry, Mass, Electrospray Ionization']",Quantitative analysis of N-phenylpropenoyl-L-amino acids in roasted coffee and cocoa powder by means of a stable isotope dilution assay.,"['Q000737', 'Q000737', 'Q000737', None, None, None, None, 'Q000737', 'Q000737', None]","['chemistry', 'chemistry', 'chemistry', None, None, None, None, 'chemistry', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/16608201,2006,1,2,table 2,only the cocoa nibs
0.8,24779628,"Aflatoxins (AFB1, AFB2, AFG1 and AFG2) are immunosuppressant, mutagenic, teratogenic and carcinogenic agents with a widespread presence in foodstuffs. Since human exposure to aflatoxins occurs primarily by contaminated food intake, and given the greater susceptibility of infants to their adverse effects, the quantification of these mycotoxins in infant food based on cereals is of relevance. Aflatoxin levels were determined in 91 Spanish infant cereals classified in terms of non- and organically produced and several types from 10 different manufacturers, using a extraction procedure followed by inmunoaffinity column clean-up step and HPLC with fluorescence detection (FLD) and post-column derivatisation (Kobra Cell system). Daily aflatoxin intake was also assessed. Preliminary analysis showed a valuable incidence of detected infant cereal samples at an upper concentration level than the detection limit for total aflatoxin (66%), corresponding to a 46, 40, 34 and 11% for AFB1, AFB2, AFG1 and AFG2, respectively. Lower aflatoxin values (median, Q1, Q3) in conventional infant cereal (n = 74, AFB1: <LOD (n.d.; 0.02), AFB2: n.d. (n.d.; 0.01), AFG1: <LOD (n.d.; 0.004), and AFG2: n.d. (n.d.; <LOD) and total AF (AFtotal): 0.01 (<LOD; 0.04 _µg kg(-1)) in comparison with infant cereal ecologically produced (n = 17, AFB1: 0.02 (0.02; 0.21), AFB2: n.d. (n.d.; 0.03), AFG1: 0.02 (0.01; 0.05), and AFG2: 0.007 (n.d.; 0.02) and AFtotal: 0.05 (0.03; 0.31 _µg kg(-1)) were found. In addition, five organic formulations (3.11, 1.98, 0.94, 0.47 and 0.21 _µg kg(-1)) exceeded European AFB1 legislation (0.10 _µg kg(-1)) versus two conventional cereals (0.35 and 0.12 _µg kg(-1)). According to the type of infant cereal, those with cocoa had the highest aflatoxin levels. Gluten-free and cereals with dehydrated fruits had an intermediate level and milk- or honey-based cereals and multi-cereals contained the lowest levels. With the exception of the non-compliant cocoa-based organic formulation, none of the infant cereals analyzed gave a higher intake of 1 ng kg(-1) body weight per day, suggesting that infants fed on infant cereals are exposed to a low health hazard. Nevertheless, manufacturers are advised for continued efforts in routine monitoring and a more careful selection of raw material to minimize aflatoxin levels in these infant foods.","Food additives & contaminants. Part B, Surveillance","['D016604', 'D000348', 'D002099', 'D002846', 'D002851', 'D002523', 'D005506', 'D006801', 'D007223', 'D007225', 'D008452', 'D013030']","['Aflatoxin B1', 'Aflatoxins', 'Cacao', 'Chromatography, Affinity', 'Chromatography, High Pressure Liquid', 'Edible Grain', 'Food Contamination', 'Humans', 'Infant', 'Infant Food', 'Maximum Allowable Concentration', 'Spain']",Aflatoxin levels and exposure assessment of Spanish infant cereals.,"['Q000032', 'Q000032', 'Q000737', None, None, 'Q000737', 'Q000032', None, None, 'Q000032', None, None]","['analysis', 'analysis', 'chemistry', None, None, 'chemistry', 'analysis', None, None, 'analysis', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/24779628,2014,0,0,,"infant cereals with cocoa, but not cocoa alone"
0.79,16506802,"A new chromatographic approach for separating cacao procyanidins according to their degree of polymerization has been developed. It utilizes diol stationary phase columns operating in normal phase mode with a binary gradient of acidified acetonitrile and methanol-water. Performance of the diol stationary phase was evaluated on an analytical scale utilizing classical chromatographic conditions for the normal phase separation of procyanidins according to their degree of polymerization. The new separation approach was developed on an analytical scale but further extended to the preparative scale. These newly developed analytical and preparative high-performance liquid chromatography procedures were successfully applied to the separation, as well as isolation, of cacao procyanidins from unfermented cacao seeds. The degree of polymerization associated with each molecular weight fraction was determined by mass spectrometry.",Journal of agricultural and food chemistry,"['D002099', 'D002851', 'D013058', 'D008970', 'D011108', 'D044945', 'D012639']","['Cacao', 'Chromatography, High Pressure Liquid', 'Mass Spectrometry', 'Molecular Weight', 'Polymers', 'Proanthocyanidins', 'Seeds']",High-performance liquid chromatography separation and purification of cacao (Theobroma cacao L.) procyanidins according to degree of polymerization using a diol stationary phase.,"['Q000737', 'Q000379', None, None, 'Q000737', 'Q000737', 'Q000737']","['chemistry', 'methods', None, None, 'chemistry', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/16506802,2006,0,0,,
0.79,22649938,"A single-laboratory validation study was performed for an HPLC method to identify and quantify the flavanol enantiomers (+)- and (-)-epicatechin and (+)- and (-)-catechin in cocoa-based ingredients and products. These compounds were eluted isocratically with an ammonium acetate-methanol mobile phase applied to a modified beta-cyclodextrin chiral stationary phase and detected using fluorescence. Spike recovery experiments using appropriate matrix blanks, along with cocoa extract, cocoa powder, and dark chocolate, were used to evaluate accuracy, repeatability, specificity, LOD, LOQ, and linearity of the method as performed by a single analyst on multiple days. In all samples analyzed, (-)-epicatechin was the predominant flavanol and represented 68-91% of the total monomeric flavanols detected. For the cocoa-based products, within-day (intraday) precision for (-)-epicatechin was between 1.46-3.22%, for (+)-catechin between 3.66-6.90%, and for (-)-catechin between 1.69-6.89%; (+)-epicatechin was not detected in these samples. Recoveries for the three sample types investigated ranged from 82.2 to 102.1% at the 50% spiking level, 83.7 to 102.0% at the 100% spiking level, and 80.4 to 101.1% at the 200% spiking level. Based on performance results, this method may be suitable for routine laboratory use in analysis of cocoa-based ingredients and products.",Journal of AOAC International,"['D002099', 'D002392', 'D002851', 'D005504', 'D015203', 'D012680', 'D013237']","['Cacao', 'Catechin', 'Chromatography, High Pressure Liquid', 'Food Analysis', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Stereoisomerism']",Method for the determination of catechin and epicatechin enantiomers in cocoa-based ingredients and products by high-performance liquid chromatography: single-laboratory validation.,"['Q000737', 'Q000737', 'Q000379', 'Q000379', None, None, None]","['chemistry', 'chemistry', 'methods', 'methods', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/22649938,2012,,,,
